Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mmu05152:Tuberculosis	23	1.8225039619651346	0.005060086118522096	ENSMUSG00000001175, ENSMUSG00000056216, ENSMUSG00000038642, ENSMUSG00000030341, ENSMUSG00000024927, ENSMUSG00000019699, ENSMUSG00000046709, ENSMUSG00000079477, ENSMUSG00000000290, ENSMUSG00000024359, ENSMUSG00000026104, ENSMUSG00000027646, ENSMUSG00000019370, ENSMUSG00000024617, ENSMUSG00000036594, ENSMUSG00000031628, ENSMUSG00000030786, ENSMUSG00000036438, ENSMUSG00000024610, ENSMUSG00000058715, ENSMUSG00000004056, ENSMUSG00000056501, ENSMUSG00000057897	519	118	4926	1.8500048985990007	0.7339404638713483	0.03712297615557747	6.419533781591847
KEGG_PATHWAY	mmu05146:Amoebiasis	17	1.347068145800317	0.0054660145523406575	ENSMUSG00000027523, ENSMUSG00000004098, ENSMUSG00000060147, ENSMUSG00000026639, ENSMUSG00000024927, ENSMUSG00000079477, ENSMUSG00000005034, ENSMUSG00000024524, ENSMUSG00000002900, ENSMUSG00000000290, ENSMUSG00000051029, ENSMUSG00000031628, ENSMUSG00000030786, ENSMUSG00000052889, ENSMUSG00000004951, ENSMUSG00000026072, ENSMUSG00000051177	519	77	4926	2.0954883267021995	0.7608210001998129	0.038958135093465684	6.917660922448654
KEGG_PATHWAY	mmu05030:Cocaine addiction	12	0.9508716323296356	0.005694909127781196	ENSMUSG00000052684, ENSMUSG00000039579, ENSMUSG00000027523, ENSMUSG00000059003, ENSMUSG00000022840, ENSMUSG00000026959, ENSMUSG00000057614, ENSMUSG00000024927, ENSMUSG00000005034, ENSMUSG00000048895, ENSMUSG00000028466, ENSMUSG00000053007	519	45	4926	2.5310211946050094	0.7747669859473433	0.03948628847980096	7.197463557054917
KEGG_PATHWAY	mmu05202:Transcriptional misregulation in cancer	23	1.8225039619651346	0.006220119126419122	ENSMUSG00000030717, ENSMUSG00000028926, ENSMUSG00000031538, ENSMUSG00000020427, ENSMUSG00000024927, ENSMUSG00000022508, ENSMUSG00000042817, ENSMUSG00000015843, ENSMUSG00000021065, ENSMUSG00000015709, ENSMUSG00000030786, ENSMUSG00000004151, ENSMUSG00000025408, ENSMUSG00000024621, ENSMUSG00000022952, ENSMUSG00000006586, ENSMUSG00000017737, ENSMUSG00000025856, ENSMUSG00000056501, ENSMUSG00000031613, ENSMUSG00000023067, ENSMUSG00000022346, ENSMUSG00000001552	519	120	4926	1.8191714836223507	0.8037804624013073	0.0419504882309949	7.836551183911078
KEGG_PATHWAY	mmu04630:Jak-STAT signaling pathway	17	1.347068145800317	0.007075981925446791	ENSMUSG00000079415, ENSMUSG00000034394, ENSMUSG00000022146, ENSMUSG00000021756, ENSMUSG00000019699, ENSMUSG00000026104, ENSMUSG00000002325, ENSMUSG00000017057, ENSMUSG00000024014, ENSMUSG00000005268, ENSMUSG00000031805, ENSMUSG00000033467, ENSMUSG00000004040, ENSMUSG00000004056, ENSMUSG00000034165, ENSMUSG00000022346, ENSMUSG00000053113	519	79	4926	2.0424379893173334	0.8432959591466104	0.04641144358581295	8.869282376254105
KEGG_PATHWAY	mmu01130:Biosynthesis of antibiotics	30	2.3771790808240887	0.009563709225890081	ENSMUSG00000032294, ENSMUSG00000059743, ENSMUSG00000023832, ENSMUSG00000017390, ENSMUSG00000001467, ENSMUSG00000025140, ENSMUSG00000033065, ENSMUSG00000025403, ENSMUSG00000020456, ENSMUSG00000040618, ENSMUSG00000005686, ENSMUSG00000031604, ENSMUSG00000020857, ENSMUSG00000031349, ENSMUSG00000053398, ENSMUSG00000029446, ENSMUSG00000021670, ENSMUSG00000029998, ENSMUSG00000058258, ENSMUSG00000022110, ENSMUSG00000017713, ENSMUSG00000093930, ENSMUSG00000024640, ENSMUSG00000021273, ENSMUSG00000030268, ENSMUSG00000029171, ENSMUSG00000022351, ENSMUSG00000030246, ENSMUSG00000037012, ENSMUSG00000033105	519	177	4926	1.608699911825218	0.9185805329924338	0.06077810900762681	11.810744795545281
KEGG_PATHWAY	mmu05414:Dilated cardiomyopathy	15	1.1885895404120443	0.011209583602339427	ENSMUSG00000027523, ENSMUSG00000019146, ENSMUSG00000040373, ENSMUSG00000001507, ENSMUSG00000010066, ENSMUSG00000005034, ENSMUSG00000020723, ENSMUSG00000000555, ENSMUSG00000021536, ENSMUSG00000003352, ENSMUSG00000017412, ENSMUSG00000022840, ENSMUSG00000020882, ENSMUSG00000026414, ENSMUSG00000031799	519	69	4926	2.06333249560191	0.9472516533011492	0.06924717673397429	13.708342976951215
KEGG_PATHWAY	mmu04924:Renin secretion	12	0.9508716323296356	0.017266882200785635	ENSMUSG00000001175, ENSMUSG00000042429, ENSMUSG00000027523, ENSMUSG00000024256, ENSMUSG00000022840, ENSMUSG00000036438, ENSMUSG00000057614, ENSMUSG00000030102, ENSMUSG00000030671, ENSMUSG00000005034, ENSMUSG00000019370, ENSMUSG00000051177	519	52	4926	2.190306803023566	0.9893906327628292	0.10258648287454253	20.372031493339204
KEGG_PATHWAY	mmu05205:Proteoglycans in cancer	28	2.218700475435816	0.017961587528107302	ENSMUSG00000031543, ENSMUSG00000038387, ENSMUSG00000024617, ENSMUSG00000031628, ENSMUSG00000024998, ENSMUSG00000034220, ENSMUSG00000031565, ENSMUSG00000052889, ENSMUSG00000004056, ENSMUSG00000023067, ENSMUSG00000022346, ENSMUSG00000005087, ENSMUSG00000057897, ENSMUSG00000031328, ENSMUSG00000037225, ENSMUSG00000019699, ENSMUSG00000030102, ENSMUSG00000031207, ENSMUSG00000005034, ENSMUSG00000027646, ENSMUSG00000000555, ENSMUSG00000025351, ENSMUSG00000021466, ENSMUSG00000017737, ENSMUSG00000004040, ENSMUSG00000068699, ENSMUSG00000031078, ENSMUSG00000024975	519	170	4926	1.5632777966678	0.9911787095371508	0.10417809606186179	21.105108517903016
KEGG_PATHWAY	mmu04740:Olfactory transduction	7	0.554675118858954	0.01797543619513218	ENSMUSG00000001175, ENSMUSG00000036438, ENSMUSG00000005034, ENSMUSG00000024524, ENSMUSG00000019370, ENSMUSG00000024617, ENSMUSG00000057897	519	21	4926	3.163776493256262	0.9912111178329893	0.10201058157052034	21.119658538481247
KEGG_PATHWAY	mmu04923:Regulation of lipolysis in adipocytes	11	0.8716323296354992	0.018897128183690205	ENSMUSG00000042429, ENSMUSG00000027523, ENSMUSG00000022840, ENSMUSG00000033174, ENSMUSG00000057614, ENSMUSG00000019699, ENSMUSG00000004056, ENSMUSG00000030671, ENSMUSG00000005034, ENSMUSG00000036437, ENSMUSG00000021536	519	46	4926	2.269665745162101	0.993121452282659	0.10474991211137397	22.08247665229104
KEGG_PATHWAY	mmu04060:Cytokine-cytokine receptor interaction	20	1.5847860538827259	0.021301512692608278	ENSMUSG00000079415, ENSMUSG00000034394, ENSMUSG00000030341, ENSMUSG00000022146, ENSMUSG00000021756, ENSMUSG00000052336, ENSMUSG00000042817, ENSMUSG00000017057, ENSMUSG00000019966, ENSMUSG00000023905, ENSMUSG00000014599, ENSMUSG00000024621, ENSMUSG00000005268, ENSMUSG00000033467, ENSMUSG00000024962, ENSMUSG00000031778, ENSMUSG00000025856, ENSMUSG00000028599, ENSMUSG00000030339, ENSMUSG00000026072	519	111	4926	1.7101494558141956	0.9963745046337763	0.11500102322191641	24.543294236195468
KEGG_PATHWAY	mmu05218:Melanoma	12	0.9508716323296356	0.029028383911499585	ENSMUSG00000021974, ENSMUSG00000025551, ENSMUSG00000031565, ENSMUSG00000036585, ENSMUSG00000037225, ENSMUSG00000022523, ENSMUSG00000019699, ENSMUSG00000004056, ENSMUSG00000025856, ENSMUSG00000023067, ENSMUSG00000042826, ENSMUSG00000031137	519	56	4926	2.0338563170933113	0.9995419577626958	0.15090665547270443	31.97396443897782
KEGG_PATHWAY	mmu04514:Cell adhesion molecules (CAMs)	16	1.2678288431061806	0.03284487775996395	ENSMUSG00000022636, ENSMUSG00000020598, ENSMUSG00000022762, ENSMUSG00000017167, ENSMUSG00000000290, ENSMUSG00000036594, ENSMUSG00000073411, ENSMUSG00000030786, ENSMUSG00000047085, ENSMUSG00000048163, ENSMUSG00000000305, ENSMUSG00000049939, ENSMUSG00000059857, ENSMUSG00000031302, ENSMUSG00000051790, ENSMUSG00000031990	519	86	4926	1.7658287404220998	0.9998361329765213	0.16605916348711114	35.38922031423818
KEGG_PATHWAY	mmu00670:One carbon pool by folate	6	0.4754358161648178	0.03390665463870903	ENSMUSG00000066442, ENSMUSG00000020256, ENSMUSG00000005667, ENSMUSG00000029009, ENSMUSG00000030088, ENSMUSG00000025403	519	18	4926	3.163776493256262	0.9998769780375766	0.1678459569422378	36.31080858011343
KEGG_PATHWAY	mmu01230:Biosynthesis of amino acids	12	0.9508716323296356	0.03668449091254804	ENSMUSG00000026473, ENSMUSG00000032294, ENSMUSG00000017713, ENSMUSG00000024640, ENSMUSG00000017390, ENSMUSG00000024892, ENSMUSG00000029446, ENSMUSG00000053398, ENSMUSG00000030268, ENSMUSG00000025140, ENSMUSG00000033065, ENSMUSG00000025403	519	58	4926	1.9637233406418175	0.9999419780709263	0.17724251250428014	38.6647650991509
KEGG_PATHWAY	mmu05200:Pathways in cancer	46	3.6450079239302693	0.04179185982426896	ENSMUSG00000052684, ENSMUSG00000025225, ENSMUSG00000026639, ENSMUSG00000024927, ENSMUSG00000022523, ENSMUSG00000042826, ENSMUSG00000026104, ENSMUSG00000021536, ENSMUSG00000015843, ENSMUSG00000015709, ENSMUSG00000031628, ENSMUSG00000022840, ENSMUSG00000025551, ENSMUSG00000031565, ENSMUSG00000006586, ENSMUSG00000022952, ENSMUSG00000052889, ENSMUSG00000057614, ENSMUSG00000063063, ENSMUSG00000023439, ENSMUSG00000004056, ENSMUSG00000025856, ENSMUSG00000024962, ENSMUSG00000023067, ENSMUSG00000001552, ENSMUSG00000022346, ENSMUSG00000031137, ENSMUSG00000051177, ENSMUSG00000032946, ENSMUSG00000027523, ENSMUSG00000001507, ENSMUSG00000037225, ENSMUSG00000019699, ENSMUSG00000046709, ENSMUSG00000042817, ENSMUSG00000005034, ENSMUSG00000002900, ENSMUSG00000046532, ENSMUSG00000021974, ENSMUSG00000019966, ENSMUSG00000024621, ENSMUSG00000021466, ENSMUSG00000017737, ENSMUSG00000036585, ENSMUSG00000004040, ENSMUSG00000021303	519	332	4926	1.3150637231004945	0.9999855115340226	0.19625536619471884	42.78436076333747
KEGG_PATHWAY	mmu04920:Adipocytokine signaling pathway	12	0.9508716323296356	0.04565505950177151	ENSMUSG00000028518, ENSMUSG00000030341, ENSMUSG00000040618, ENSMUSG00000019699, ENSMUSG00000046709, ENSMUSG00000024927, ENSMUSG00000004040, ENSMUSG00000004056, ENSMUSG00000028599, ENSMUSG00000053113, ENSMUSG00000026778, ENSMUSG00000015843	519	60	4926	1.8982658959537573	0.9999949521901886	0.20907264585066299	45.72897472357392
KEGG_PATHWAY	mmu05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC)	12	0.9508716323296356	0.04565505950177151	ENSMUSG00000003352, ENSMUSG00000017412, ENSMUSG00000019146, ENSMUSG00000020882, ENSMUSG00000001507, ENSMUSG00000040373, ENSMUSG00000063063, ENSMUSG00000010066, ENSMUSG00000020723, ENSMUSG00000001552, ENSMUSG00000000555, ENSMUSG00000041957	519	60	4926	1.8982658959537573	0.9999949521901886	0.20907264585066299	45.72897472357392
KEGG_PATHWAY	mmu04720:Long-term potentiation	12	0.9508716323296356	0.04565505950177151	ENSMUSG00000001175, ENSMUSG00000059003, ENSMUSG00000036438, ENSMUSG00000026959, ENSMUSG00000052889, ENSMUSG00000019828, ENSMUSG00000030102, ENSMUSG00000005034, ENSMUSG00000019370, ENSMUSG00000051177, ENSMUSG00000024617, ENSMUSG00000057897	519	60	4926	1.8982658959537573	0.9999949521901886	0.20907264585066299	45.72897472357392
KEGG_PATHWAY	mmu04972:Pancreatic secretion	12	0.9508716323296356	0.04565505950177151	ENSMUSG00000026576, ENSMUSG00000030302, ENSMUSG00000031376, ENSMUSG00000029467, ENSMUSG00000027523, ENSMUSG00000022840, ENSMUSG00000040907, ENSMUSG00000052889, ENSMUSG00000030102, ENSMUSG00000024511, ENSMUSG00000051177, ENSMUSG00000021536	519	60	4926	1.8982658959537573	0.9999949521901886	0.20907264585066299	45.72897472357392
KEGG_PATHWAY	mmu04260:Cardiac muscle contraction	12	0.9508716323296356	0.05065903775076447	ENSMUSG00000026576, ENSMUSG00000003352, ENSMUSG00000030785, ENSMUSG00000017412, ENSMUSG00000019146, ENSMUSG00000040907, ENSMUSG00000026414, ENSMUSG00000020882, ENSMUSG00000040373, ENSMUSG00000031799, ENSMUSG00000010066, ENSMUSG00000020723	519	61	4926	1.8671467829053348	0.9999987200308965	0.22586788492341436	49.335145497653535
KEGG_PATHWAY	mmu04918:Thyroid hormone synthesis	11	0.8716323296354992	0.052058340500835756	ENSMUSG00000026576, ENSMUSG00000027523, ENSMUSG00000022840, ENSMUSG00000040907, ENSMUSG00000052889, ENSMUSG00000030102, ENSMUSG00000005034, ENSMUSG00000028466, ENSMUSG00000051177, ENSMUSG00000053007, ENSMUSG00000021536	519	54	4926	1.933418968101049	0.9999991290361108	0.22771467836554726	50.30321431819442
KEGG_PATHWAY	mmu04916:Melanogenesis	15	1.1885895404120443	0.053591480510908326	ENSMUSG00000001175, ENSMUSG00000027523, ENSMUSG00000005034, ENSMUSG00000019370, ENSMUSG00000021536, ENSMUSG00000024617, ENSMUSG00000019966, ENSMUSG00000022840, ENSMUSG00000036438, ENSMUSG00000031748, ENSMUSG00000057614, ENSMUSG00000052889, ENSMUSG00000028466, ENSMUSG00000057897, ENSMUSG00000051177	519	84	4926	1.694880264244426	0.9999994291456271	0.2300149752510775	51.34424428287726
KEGG_PATHWAY	mmu04062:Chemokine signaling pathway	21	1.664025356576862	0.05455088583443668	ENSMUSG00000032946, ENSMUSG00000024927, ENSMUSG00000019699, ENSMUSG00000052336, ENSMUSG00000005034, ENSMUSG00000026104, ENSMUSG00000027646, ENSMUSG00000021536, ENSMUSG00000041112, ENSMUSG00000022840, ENSMUSG00000031805, ENSMUSG00000057614, ENSMUSG00000020312, ENSMUSG00000004040, ENSMUSG00000023439, ENSMUSG00000042228, ENSMUSG00000031778, ENSMUSG00000004056, ENSMUSG00000021303, ENSMUSG00000015950, ENSMUSG00000051177	519	131	4926	1.521510832634691	0.9999995619138031	0.23006081876779227	51.98541371714968
KEGG_PATHWAY	mmu05166:HTLV-I infection	31	2.456418383518225	0.05660811598955465	ENSMUSG00000052684, ENSMUSG00000025225, ENSMUSG00000059743, ENSMUSG00000024927, ENSMUSG00000038387, ENSMUSG00000021536, ENSMUSG00000036594, ENSMUSG00000028465, ENSMUSG00000022840, ENSMUSG00000033352, ENSMUSG00000031805, ENSMUSG00000063889, ENSMUSG00000034165, ENSMUSG00000004056, ENSMUSG00000025856, ENSMUSG00000023067, ENSMUSG00000022346, ENSMUSG00000030339, ENSMUSG00000026072, ENSMUSG00000026628, ENSMUSG00000022895, ENSMUSG00000021754, ENSMUSG00000030341, ENSMUSG00000019699, ENSMUSG00000020402, ENSMUSG00000005034, ENSMUSG00000000290, ENSMUSG00000024912, ENSMUSG00000073411, ENSMUSG00000052698, ENSMUSG00000044786	519	213	4926	1.3813672012809033	0.9999997518882017	0.2341977793954102	53.33403886394941
KEGG_PATHWAY	mmu05161:Hepatitis B	19	1.5055467511885896	0.06191416679162684	ENSMUSG00000052684, ENSMUSG00000021754, ENSMUSG00000024927, ENSMUSG00000019699, ENSMUSG00000046709, ENSMUSG00000018326, ENSMUSG00000026104, ENSMUSG00000027646, ENSMUSG00000053007, ENSMUSG00000031628, ENSMUSG00000033352, ENSMUSG00000017737, ENSMUSG00000052889, ENSMUSG00000004040, ENSMUSG00000004056, ENSMUSG00000023067, ENSMUSG00000022346, ENSMUSG00000028466, ENSMUSG00000022285	519	117	4926	1.541327009535102	0.9999999430737342	0.24994761179139524	56.65264391885283
KEGG_PATHWAY	mmu00900:Terpenoid backbone biosynthesis	6	0.4754358161648178	0.06202783650094207	ENSMUSG00000093930, ENSMUSG00000059743, ENSMUSG00000023832, ENSMUSG00000021670, ENSMUSG00000029998, ENSMUSG00000058258	519	21	4926	2.7118084227910817	0.9999999448460124	0.24668627531929344	56.721290545898164
KEGG_PATHWAY	mmu05221:Acute myeloid leukemia	11	0.8716323296354992	0.06420535318013795	ENSMUSG00000031490, ENSMUSG00000024014, ENSMUSG00000022952, ENSMUSG00000006586, ENSMUSG00000019699, ENSMUSG00000024927, ENSMUSG00000004040, ENSMUSG00000004056, ENSMUSG00000042817, ENSMUSG00000022346, ENSMUSG00000001552	519	56	4926	1.8643682906688686	0.9999999699305665	0.25073504373956434	58.01709206334152
KEGG_PATHWAY	mmu04611:Platelet activation	18	1.4263074484944533	0.06595768072828465	ENSMUSG00000032946, ENSMUSG00000027523, ENSMUSG00000004098, ENSMUSG00000029925, ENSMUSG00000019699, ENSMUSG00000030102, ENSMUSG00000005034, ENSMUSG00000027646, ENSMUSG00000021536, ENSMUSG00000028465, ENSMUSG00000052698, ENSMUSG00000022840, ENSMUSG00000058715, ENSMUSG00000057614, ENSMUSG00000042228, ENSMUSG00000004056, ENSMUSG00000030403, ENSMUSG00000051177	519	110	4926	1.553126642143983	0.9999999815638397	0.25319414755394387	59.03374830518563
KEGG_PATHWAY	mmu04978:Mineral absorption	7	0.554675118858954	0.0666920907918801	ENSMUSG00000026576, ENSMUSG00000031762, ENSMUSG00000026177, ENSMUSG00000040907, ENSMUSG00000005413, ENSMUSG00000032554, ENSMUSG00000031765	519	28	4926	2.3728323699421963	0.9999999849854969	0.2521496642585015	59.45303326850804
KEGG_PATHWAY	mmu05410:Hypertrophic cardiomyopathy (HCM)	12	0.9508716323296356	0.06784350494794839	ENSMUSG00000003352, ENSMUSG00000017412, ENSMUSG00000019146, ENSMUSG00000028518, ENSMUSG00000026414, ENSMUSG00000020882, ENSMUSG00000001507, ENSMUSG00000040373, ENSMUSG00000031799, ENSMUSG00000010066, ENSMUSG00000020723, ENSMUSG00000000555	519	64	4926	1.7796242774566473	0.999999989121109	0.25252515574143886	60.10242093755824
KEGG_PATHWAY	mmu04114:Oocyte meiosis	16	1.2678288431061806	0.06953714543138584	ENSMUSG00000001175, ENSMUSG00000030102, ENSMUSG00000018326, ENSMUSG00000005034, ENSMUSG00000019370, ENSMUSG00000025586, ENSMUSG00000021536, ENSMUSG00000024617, ENSMUSG00000046532, ENSMUSG00000031870, ENSMUSG00000022840, ENSMUSG00000036438, ENSMUSG00000051391, ENSMUSG00000024777, ENSMUSG00000057897, ENSMUSG00000022285	519	95	4926	1.5985397018557956	0.9999999932321695	0.25466627435027545	61.0401803321303
KEGG_PATHWAY	mmu04145:Phagosome	18	1.4263074484944533	0.07066406716415191	ENSMUSG00000062591, ENSMUSG00000038642, ENSMUSG00000024403, ENSMUSG00000079477, ENSMUSG00000045136, ENSMUSG00000024339, ENSMUSG00000000290, ENSMUSG00000000555, ENSMUSG00000001473, ENSMUSG00000036594, ENSMUSG00000073411, ENSMUSG00000030786, ENSMUSG00000058672, ENSMUSG00000029757, ENSMUSG00000026202, ENSMUSG00000043091, ENSMUSG00000062380, ENSMUSG00000015950	519	111	4926	1.539134510232776	0.9999999950673262	0.2549228105244543	61.652826542459984
KEGG_PATHWAY	mmu04115:p53 signaling pathway	11	0.8716323296354992	0.07090909471339019	ENSMUSG00000031628, ENSMUSG00000021453, ENSMUSG00000015312, ENSMUSG00000002083, ENSMUSG00000020427, ENSMUSG00000034165, ENSMUSG00000023067, ENSMUSG00000037411, ENSMUSG00000075334, ENSMUSG00000028893, ENSMUSG00000036390	519	57	4926	1.831660075043099	0.9999999953953936	0.25237341689000947	61.78485158914262
KEGG_PATHWAY	mmu04961:Endocrine and other factor-regulated calcium reabsorption	8	0.6339144215530903	0.07729890095100156	ENSMUSG00000026576, ENSMUSG00000027523, ENSMUSG00000028222, ENSMUSG00000040907, ENSMUSG00000052889, ENSMUSG00000005034, ENSMUSG00000040265, ENSMUSG00000051177	519	36	4926	2.1091843288375083	0.9999999992397947	0.2690385204631176	65.08309337456875
KEGG_PATHWAY	mmu00970:Aminoacyl-tRNA biosynthesis	9	0.7131537242472267	0.08474901067512056	ENSMUSG00000021266, ENSMUSG00000026615, ENSMUSG00000024587, ENSMUSG00000029777, ENSMUSG00000068739, ENSMUSG00000022241, ENSMUSG00000028811, ENSMUSG00000031960, ENSMUSG00000010755	519	44	4926	1.9414083026799787	0.9999999999083792	0.28816020211810645	68.59584873392394
KEGG_PATHWAY	mmu01040:Biosynthesis of unsaturated fatty acids	6	0.4754358161648178	0.08632563079329467	ENSMUSG00000028937, ENSMUSG00000031708, ENSMUSG00000025203, ENSMUSG00000010663, ENSMUSG00000037071, ENSMUSG00000041220	519	23	4926	2.4759989947222922	0.9999999999415794	0.28929500494987737	69.29606652278288
KEGG_PATHWAY	mmu05014:Amyotrophic lateral sclerosis (ALS)	9	0.7131537242472267	0.0941013015075022	ENSMUSG00000022055, ENSMUSG00000031628, ENSMUSG00000022054, ENSMUSG00000059003, ENSMUSG00000026959, ENSMUSG00000030341, ENSMUSG00000020396, ENSMUSG00000028599, ENSMUSG00000023484	519	45	4926	1.898265895953757	0.9999999999937226	0.30821943614261516	72.54334915318594
KEGG_PATHWAY	mmu04962:Vasopressin-regulated water reabsorption	8	0.6339144215530903	0.09765767241479069	ENSMUSG00000020483, ENSMUSG00000030805, ENSMUSG00000027523, ENSMUSG00000029757, ENSMUSG00000005034, ENSMUSG00000028466, ENSMUSG00000034187, ENSMUSG00000053007	519	38	4926	1.9981746273197445	0.9999999999977514	0.31460253360736956	73.92017036684145
KEGG_PATHWAY	mmu04012:ErbB signaling pathway	14	1.109350237717908	0.09840026747438438	ENSMUSG00000052684, ENSMUSG00000031490, ENSMUSG00000033352, ENSMUSG00000052889, ENSMUSG00000020312, ENSMUSG00000082361, ENSMUSG00000019699, ENSMUSG00000046709, ENSMUSG00000004056, ENSMUSG00000023067, ENSMUSG00000022346, ENSMUSG00000027646, ENSMUSG00000024617, ENSMUSG00000057897	519	84	4926	1.581888246628131	0.9999999999981862	0.3130503106617871	74.19948927154229
