genes	Symbol	Entrezid	Genename	logFC.a8_DJvsC.CONC	logFC.a9_JvsC.CONC	logFC.a10_DvsC.CONC	logCPM	F	PValue	FDR
ENSMUSG00000048234	Rnf149	67702	ring finger protein 149	-0.235958089752964	-0.101611506753641	-0.00721718738128479	3.83252190575358	3.24176377641314	0.0325613553696215	0.155673992578284
ENSMUSG00000020682	Mmp28	118453	matrix metallopeptidase 28 (epilysin)	0.00276680987237876	0.381709785699862	-0.191848667136494	1.23289580973909	3.241530281389	0.0325696778975644	0.155673992578284
ENSMUSG00000024420	Zfp521	225207	zinc finger protein 521	0.191260719865215	0.0385947813612543	0.115615481709774	5.60365987280679	3.24144799004556	0.0325726115558476	0.155673992578284
ENSMUSG00000039849	Pcif1	228866	PDX1 C-terminal inhibiting factor 1	-0.0182377424048059	0.0198554766134163	0.101857805684762	7.15922919626085	3.24120874119395	0.0325811422504529	0.155673992578284
ENSMUSG00000013736	Trnt1	70047	tRNA nucleotidyl transferase, CCA-adding, 1	-0.0601411756574512	-0.0698389258496568	0.0709040627021436	5.26611437397591	3.23845206622933	0.0326796018010546	0.156003300594987
ENSMUSG00000044033	Ccdc141	545428	coiled-coil domain containing 141	0.176940386202573	0.12562005717883	-0.109502545240078	4.63665086827916	3.23844512140728	0.0326798502365462	0.156003300594987
ENSMUSG00000031227	Magee1	107528	melanoma antigen, family E, 1	0.17599869856659	0.166812864485759	0.106733697050487	6.36215113397497	3.23835555708611	0.0326830543753209	0.156003300594987
ENSMUSG00000069917	Hba-a2	110257	hemoglobin alpha, adult chain 2	-0.858201426903971	-0.634016936768644	-0.182501595162398	4.07981623267994	3.31452948003648	0.0327171660030409	0.156113594658304
ENSMUSG00000027750	Postn	50706	periostin, osteoblast specific factor	0.283461844406032	-0.48701836796485	0.161872516940126	1.39104228942477	3.23591492404572	0.0327704927094641	0.156289545091558
ENSMUSG00000010154	Spire2	234857	spire type actin nucleation factor 2	-0.24513341290092	-0.00356201653903781	-0.129437789241407	4.36162049839261	3.23574915049941	0.0327764405077456	0.156289545091558
ENSMUSG00000028882	Ppp1r8	100336	protein phosphatase 1, regulatory (inhibitor) subunit 8	-0.252132279869394	-0.111985439156175	-0.123772224741719	5.76949993121519	3.23545235800631	0.0327870919351808	0.156289545091558
ENSMUSG00000025016	Tm9sf3	107358	transmembrane 9 superfamily member 3	0.0681332991976082	0.033857472005224	0.149239098440176	7.76486292144413	3.23453897748932	0.0328198942614968	0.15639335572509
ENSMUSG00000065037	Rn7sk	19817	RNA, 7SK, nuclear	-1.17741557108533	-0.198601307860368	-0.667783294920724	8.06334815332001	3.31904242032992	0.0329154199353264	0.156774404865214
ENSMUSG00000025290	Rps24	20088	ribosomal protein S24	-0.307747571463443	-0.269967015970465	-0.170164449054855	7.73433951983709	3.2610814628187	0.0329219619408905	0.156774404865214
ENSMUSG00000031007	Atp6ap2	70495	ATPase, H+ transporting, lysosomal accessory protein 2	0.0822350876872658	0.0268520183469244	0.137439613528997	7.52032710512459	3.22948508270216	0.0330020106770769	0.157102860223159
ENSMUSG00000025066	Sfr1	67788	SWI5 dependent recombination repair 1	-0.0958845989328854	-0.0657590902697152	0.0501447696333756	6.07467490667096	3.22690921887183	0.0330952339440361	0.157493790248271
ENSMUSG00000018415	Gid4	66771	GID complex subunit 4, VID24 homolog	-0.129588137366826	-0.0748015028475474	0.0330152576434718	6.35119632017061	3.22611294309818	0.0331241071691587	0.15757833142243
ENSMUSG00000037013	Ss18	268996	SS18, nBAF chromatin remodeling complex subunit	0.0788482882202453	0.117082538151324	-0.0198341365091257	5.33097245077916	3.2254611719396	0.033147760024642	0.15762801268139
ENSMUSG00000027163	Commd9	76501	COMM domain containing 9	-0.286953086618908	-0.080422699024069	-0.0529085087288341	4.04886992995198	3.22500801731759	0.0331642153697124	0.15762801268139
ENSMUSG00000045071	E130308A19Rik	230259	RIKEN cDNA E130308A19 gene	0.208955484514172	0.0379037191769365	0.135607679175015	5.64780416542886	3.22490699074571	0.0331678850876886	0.15762801268139
ENSMUSG00000044502	Bod1	69556	biorientation of chromosomes in cell division 1	-0.312984156965755	-0.108592389700444	-0.0714848252512857	5.66389423797806	3.23817014562719	0.0332255120204028	0.157774874181529
ENSMUSG00000097170	Gm16982	100036523	predicted gene, 16982	0.136341757553854	0.304584774738393	-0.225384010542209	3.49084877236487	3.24711649139305	0.033231839937932	0.157774874181529
ENSMUSG00000055148	Klf2	16598	Kruppel-like factor 2 (lung)	-0.179512417738502	-0.238421199704563	-0.685891538697523	1.90699945418658	3.22613377567681	0.0332327118900589	0.157774874181529
ENSMUSG00000049336	Tenm2	23964	teneurin transmembrane protein 2	0.122927530507907	0.193090811593541	-0.143886717276179	5.09138396844896	3.24049507745796	0.0332432749843924	0.157774874181529
ENSMUSG00000070570	Slc17a7	72961	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	-0.0487825392545829	0.0165178923302591	0.151470850799924	10.8939735702116	3.22177838897203	0.0332817377235595	0.15790459242355
ENSMUSG00000048175	Asb8	78541	ankyrin repeat and SOCS box-containing 8	-0.0474497530589414	0.0258535755447448	0.12728275306063	5.07469610153994	3.22082679741822	0.0333164472128187	0.15801642265498
ENSMUSG00000031861	Lpar2	53978	lysophosphatidic acid receptor 2	-0.651328418898439	-0.31235315234855	-0.760719936854141	0.329438221395698	3.21843490812384	0.0334038574830333	0.158336466851887
ENSMUSG00000059439	Bcas3	192197	breast carcinoma amplified sequence 3	0.0424588984009302	0.0330818683973657	0.151910458566468	5.41496284070414	3.21836956375974	0.0334062487866698	0.158336466851887
ENSMUSG00000021948	Prkcd	18753	protein kinase C, delta	-0.282727128985151	-0.339375082100963	-0.229011998597417	3.10222652412785	3.21747402483766	0.0334390392680119	0.158438948248503
ENSMUSG00000074733	Zfp950	414758	zinc finger protein 950	0.0931700084593552	0.107951342710889	-0.245860336858887	5.45641275680919	3.25165019744327	0.0334619787869772	0.158494701526564
ENSMUSG00000036908	Unc93b1	54445	unc-93 homolog B1 (C. elegans)	-0.415445723281198	-0.512286306573048	-0.485805283658712	1.19273535934945	3.21455357989136	0.0335462041905455	0.158840605022389
ENSMUSG00000052783	Grk4	14772	G protein-coupled receptor kinase 4	-0.0495514898189426	0.0411662904362	-0.382938804750533	4.16425709744057	3.23744558271983	0.0336145801228784	0.159097822353848
ENSMUSG00000038059	Smim3	106878	small integral membrane protein 3	-0.550738613325394	-0.185102369931395	-0.242728172865824	0.98248762069217	3.21246784698823	0.0336229572407187	0.159097822353848
ENSMUSG00000038967	Pdk2	18604	pyruvate dehydrogenase kinase, isoenzyme 2	0.0415035974261218	0.109696460445232	0.15494023810933	5.79731001815388	3.2104878231028	0.0336959885616678	0.159367888561056
ENSMUSG00000066392	Nrxn3	18191	neurexin III	0.324555625971444	0.161341281971727	0.042321386237458	7.50766423793973	3.24158728100081	0.0337131321066089	0.159367888561056
ENSMUSG00000029642	Polr1d	20018	polymerase (RNA) I polypeptide D	-0.250703810970892	-0.209856561116297	-0.202977688892888	5.13651609958732	3.21000737434873	0.0337137342148407	0.159367888561056
ENSMUSG00000025340	Rabgef1	56715	RAB guanine nucleotide exchange factor (GEF) 1	0.23253039131715	0.138847996472409	0.0588807266827062	8.80265924657012	3.20953133797782	0.033731326438769	0.15939793366435
ENSMUSG00000019756	Prl8a1	73244	prolactin family 8, subfamily a, member 1	0.285390505265887	0.160900538496857	-0.191551009450588	3.57439554995002	3.22258653017207	0.0337661325733311	0.159462165713632
ENSMUSG00000097960	A330074K22Rik	434353	RIKEN cDNA A330074K22 gene	-0.0725438455587957	0.0662058248833979	0.185999353722854	5.55325893095994	3.20855599193531	0.0337674006628896	0.159462165713632
ENSMUSG00000028194	Ddah1	69219	dimethylarginine dimethylaminohydrolase 1	-0.0532369662555711	-0.159788430728224	-0.0719978207845475	5.89303490348175	3.2072420679671	0.0338160607250445	0.159638814457731
ENSMUSG00000063787	Chchd1	66121	coiled-coil-helix-coiled-coil-helix domain containing 1	-0.477357747659097	-0.292017006328515	-0.266960969904413	4.00585725151921	3.22811343829235	0.0338387546399919	0.159692805496649
ENSMUSG00000051786	Tubgcp6	328580	tubulin, gamma complex associated protein 6	0.0388891444122994	-0.0183951904208047	-0.171234196544689	5.62166568887055	3.2061519618257	0.0338564869911722	0.159723353660382
ENSMUSG00000039835	Nhsl1	215819	NHS-like 1	0.681567964080855	0.142596467857302	0.424099331245166	2.79522648308943	3.23594940944698	0.0338918777862798	0.159837160331172
ENSMUSG00000058153	Sez6l	56747	seizure related 6 homolog like	0.261382065327929	0.185709196784965	0.0302568050537075	5.77496853917747	3.21845607118336	0.0339050197542381	0.159845998748296
ENSMUSG00000064354	COX2	17709	cytochrome c oxidase subunit II	0.0945501568720376	0.024159008326652	0.203638240920784	12.3048564196186	3.2035694034866	0.0339524602457387	0.160014703076086
ENSMUSG00000030465	Psd3	234353	pleckstrin and Sec7 domain containing 3	0.20162827220686	0.208715492549246	0.0193430298028506	6.79732688640599	3.21390293904363	0.034000097830024	0.160014703076086
ENSMUSG00000027018	Hat1	107435	histone aminotransferase 1	-0.128873800881026	-0.156785076823236	-0.0106740233299163	4.9038340463693	3.20225325103282	0.0340014795370505	0.160014703076086
ENSMUSG00000025036	Sfxn2	94279	sideroflexin 2	0.185094009191379	-0.055243104628351	-0.203185477441651	3.87934205825874	3.20193371514869	0.0340133915065364	0.160014703076086
ENSMUSG00000019889	Ptprk	19272	protein tyrosine phosphatase, receptor type, K	0.242631298699262	0.173536525903291	0.0906581590860941	5.46630922410343	3.20153287874464	0.0340283403861881	0.160014703076086
ENSMUSG00000056666	Retsat	67442	retinol saturase (all trans retinol 13,14 reductase)	-0.0381349823731787	0.129699459004047	0.241950794514186	3.66343769579564	3.20133220349056	0.0340358269678097	0.160014703076086
ENSMUSG00000022889	Mrpl39	27393	mitochondrial ribosomal protein L39	-0.183452986028904	-0.175287822134568	-0.0545458738963962	4.64392864732254	3.20127564082187	0.0340379374565332	0.160014703076086
ENSMUSG00000056494	Cngb3	30952	cyclic nucleotide gated channel beta 3	0.0700549262026995	0.135464238722951	0.209496720628631	4.62991847537335	3.20121280740714	0.0340402820806889	0.160014703076086
ENSMUSG00000054509	Parp4	328417	poly (ADP-ribose) polymerase family, member 4	0.281787414421671	0.0717003713965632	-0.0771100759927601	5.26492475642815	3.22320104405385	0.0340423215764577	0.160014703076086
ENSMUSG00000085396	Firre	103012	functional intergenic repeating RNA element	0.162096461670521	-0.0316916776332799	-0.0972101966383056	4.86979851772766	3.20058097649818	0.0340638681010382	0.160062945638068
ENSMUSG00000040220	Gas8	104346	growth arrest specific 8	-0.203000352428555	-0.0663393957695529	-0.106366042217234	4.67883140169482	3.19799437226999	0.0341606016741092	0.16046433620825
ENSMUSG00000020297	Nsg2	18197	neuron specific gene family member 2	0.139698140964782	0.151659615618792	0.0469450282131662	7.12985351649645	3.1976583542088	0.034173188902848	0.160470326969812
ENSMUSG00000003154	Foxj2	60611	forkhead box J2	0.0714263946460226	0.0718016230191159	0.150724197510875	5.8604468702741	3.19597589536797	0.0342362860290858	0.160713419460162
ENSMUSG00000019823	Mical1	171580	microtubule associated monooxygenase, calponin and LIM domain containing 1	-0.374797382958656	-0.375454862251309	-0.167069628256663	1.87039689836174	3.19496219370314	0.034274361026784	0.160790813496434
ENSMUSG00000044117	2900011O08Rik	67254	RIKEN cDNA 2900011O08 gene	-0.0436721711026456	0.169499266183067	-0.100993732584811	6.38502806135414	3.21081475683706	0.0342898995552143	0.160790813496434
ENSMUSG00000058145	Adamts17	233332	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17	-0.364735320416246	0.0564160873897568	-0.699555912731894	0.327063562903796	3.19436044281798	0.0342969837399917	0.160790813496434
ENSMUSG00000078517	Emc1	230866	ER membrane protein complex subunit 1	0.13098204860043	0.0747625836824694	0.0903899862756055	6.53516893214829	3.19367742460719	0.034322680417025	0.160790813496434
ENSMUSG00000001380	Hars	15115	histidyl-tRNA synthetase	-0.177396502815899	-0.0632038730186562	-0.00699783420952048	5.67179578691975	3.19356395266474	0.0343269514165161	0.160790813496434
ENSMUSG00000061576	Dpp6	13483	dipeptidylpeptidase 6	0.160929320549273	0.147755032427641	0.0831703360180912	6.6926216747695	3.19351528434645	0.0343287834244174	0.160790813496434
ENSMUSG00000009621	Vav2	22325	vav 2 oncogene	-0.0601724721475792	0.155062118942625	-0.0331074837040959	3.62536480059219	3.19325851410576	0.0343384506308531	0.160790813496434
ENSMUSG00000021629	Slc30a5	69048	solute carrier family 30 (zinc transporter), member 5	-0.0991187588493577	0.0124871706099235	0.0695073983565203	5.84912809397775	3.19294543406398	0.0343502416725586	0.160790813496434
ENSMUSG00000057229	Dmac2	66349	distal membrane arm assembly complex 2	0.0137456918130512	0.013441483318914	0.166771290657823	5.21821936521513	3.19243063285177	0.0343696389357992	0.160790813496434
ENSMUSG00000025825	Iscu	66383	iron-sulfur cluster assembly enzyme	-0.209479681542482	-0.240629746039797	-0.269758571650735	4.55624191729178	3.19231465527621	0.0343740104352667	0.160790813496434
ENSMUSG00000033295	Ptprf	19268	protein tyrosine phosphatase, receptor type, F	0.101228981532658	0.0847024454585862	-0.0440209772375072	6.66263897350753	3.19222335387169	0.0343774522299932	0.160790813496434
ENSMUSG00000024589	Nedd4l	83814	neural precursor cell expressed, developmentally down-regulated gene 4-like	0.131617318025391	0.120272412108408	0.009042313783941	6.61525082826872	3.19153666236714	0.0344033499183032	0.160817102208023
ENSMUSG00000034145	Tmem63c	217733	transmembrane protein 63c	0.155098118767799	0.170519138248222	-0.0432531095624759	4.28374836077604	3.19098482677327	0.0344241763268445	0.160817102208023
ENSMUSG00000052957	Gas1	14451	growth arrest specific 1	-0.220931683015403	0.00929225446412018	0.0052173078058462	4.36364268510428	3.19071743105356	0.0344342726001904	0.160817102208023
ENSMUSG00000018654	Ikzf1	22778	IKAROS family zinc finger 1	-0.460888111609242	-0.796509711302624	-0.978064256696736	-0.291498485349049	3.19015292522946	0.034455597165583	0.160817102208023
ENSMUSG00000026976	Pax8	18510	paired box 8	0.684362601897513	0.622929201146185	-0.0364665344947186	-0.126380972648183	3.18975649123905	0.0344705808827394	0.160817102208023
ENSMUSG00000089945	Pakap	677884	paralemmin A kinase anchor protein	-0.726237726316442	-0.532730657018079	0.0246371538664831	2.31725220975817	3.22430476136386	0.0344889051181631	0.160817102208023
ENSMUSG00000001134	Uxt	22294	ubiquitously expressed transcript	-0.38958599333332	-0.236372512757817	-0.080825887562881	2.28096546261718	3.18923355855243	0.0344903560948972	0.160817102208023
ENSMUSG00000032120	C2cd2l	71764	C2 calcium-dependent domain containing 2-like	0.0535257009151952	-0.0517344240839169	0.104320272643108	8.76526312592249	3.18885754265075	0.0345045827635684	0.160817102208023
ENSMUSG00000039683	Sdk1	330222	sidekick cell adhesion molecule 1	0.117687285253682	0.308646708750811	0.0837901516684754	4.36792615214175	3.18831279882932	0.0345252040782356	0.160817102208023
ENSMUSG00000016757	Ttll12	223723	tubulin tyrosine ligase-like family, member 12	-0.185011977947222	-0.042105097444154	0.0713188617301146	4.4733046128086	3.18801681581474	0.0345364138847504	0.160817102208023
ENSMUSG00000040410	Fbxl4	269514	F-box and leucine-rich repeat protein 4	-0.13468196099991	-0.046162586282787	0.125120068303552	4.2031124479947	3.18801240552328	0.0345365809448302	0.160817102208023
ENSMUSG00000026131	Dst	13518	dystonin	0.0861787129698058	0.139158373626363	-0.199183940359568	8.21579631245244	3.22138845299681	0.034539366787036	0.160817102208023
ENSMUSG00000066438	Plekhd1	217682	pleckstrin homology domain containing, family D (with coiled-coil domains) member 1	0.124447336601541	0.14169674723053	-0.0196195803382969	4.96757993453735	3.18760900791301	0.0345518650237649	0.160817102208023
ENSMUSG00000056755	Grm7	108073	glutamate receptor, metabotropic 7	0.197097642938091	0.211112712143137	0.0355351459241877	4.21688461669994	3.1873263662509	0.0345625780282317	0.160817102208023
ENSMUSG00000031683	Lsm6	78651	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	-0.0969888350327292	0.0288089331599762	0.122788567799301	5.34729570643359	3.18708715491698	0.034571647573983	0.160817102208023
ENSMUSG00000038115	Ano2	243634	anoctamin 2	-0.0871407895288445	0.0437280926413315	0.110295038509082	6.75600967018908	3.18696639633889	0.034576226994578	0.160817102208023
ENSMUSG00000054387	Mdm4	17248	transformed mouse 3T3 cell double minute 4	0.182757685027287	0.179401689381556	-0.0919797830790066	5.9648294476565	3.21331609063424	0.0345790634976572	0.160817102208023
ENSMUSG00000038014	Fam120a	218236	family with sequence similarity 120, member A	0.160834210607386	0.0938925256600591	0.119789292300024	8.00217385176219	3.18667904045282	0.0345871266626728	0.160817102208023
ENSMUSG00000025262	Fam120c	207375	family with sequence similarity 120, member C	0.212441095952502	0.158049591834522	0.0284130610985881	6.10058352544692	3.18576584666035	0.0346405158200029	0.161012567962831
ENSMUSG00000049252	Lrp1b	94217	low density lipoprotein-related protein 1B (deleted in tumors)	0.17314061271963	0.329869000848541	-0.191642248850293	3.64416111347034	3.21106388702503	0.0346906056814927	0.161192575236703
ENSMUSG00000019302	Atp6v0a1	11975	ATPase, H+ transporting, lysosomal V0 subunit A1	0.116689603165447	0.0686321810441929	0.00774316938738457	8.4459114330067	3.18198809871191	0.0347655621890469	0.161487971582783
ENSMUSG00000028042	Zbtb7b	22724	zinc finger and BTB domain containing 7B	-0.166168683437684	-0.0755160336384066	-0.0839520383136687	5.97757290605937	3.18167362838054	0.0347775581433333	0.161490814998797
ENSMUSG00000041229	Phf8	320595	PHD finger protein 8	0.0861966355862073	0.0682067920130881	-0.08015243052679	6.46556870031275	3.18017356379427	0.0348348394121351	0.161668532752774
ENSMUSG00000039568	Ubald1	207740	UBA-like domain containing 1	-0.0906842214398447	-0.0294072929674414	-0.172459130156433	5.0551892394421	3.18007457256769	0.0348386229116896	0.161668532752774
ENSMUSG00000010057	Nprl2	56032	nitrogen permease regulator-like 2	-0.122460058398671	-0.00806433410012597	-0.252223853419371	4.0855176063271	3.17976436892288	0.0348504818223827	0.161670678591341
ENSMUSG00000041488	Stx3	20908	syntaxin 3	-0.0291257648006255	-0.0222125712566935	0.119516822266236	9.59677753377543	3.17745052376157	0.0349390707605078	0.162028655707278
ENSMUSG00000051367	Six1	20471	sine oculis-related homeobox 1	0.656259136917513	-0.402597804031678	0.418928672959785	0.985442132153205	3.19078482820325	0.0350327244970775	0.162364996317166
ENSMUSG00000035594	Chrna5	110835	cholinergic receptor, nicotinic, alpha polypeptide 5	0.157307485183621	-0.140745667912487	0.670988859222568	2.02141305133321	3.2049943517252	0.0350344884905432	0.162364996317166
ENSMUSG00000031343	Gabra3	14396	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3	0.181642267913442	0.158031075180424	0.0592756647724756	5.57006129201192	3.17420748051944	0.035063627907747	0.162446971097093
ENSMUSG00000032702	Kank1	107351	KN motif and ankyrin repeat domains 1	-0.0806536345786433	0.0872359305471082	-0.104408544976186	6.29107224018003	3.17359507075413	0.0350872005777019	0.16247260319592
ENSMUSG00000038437	Mllt6	246198	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6	0.123529179194394	0.0665819164226189	0.162355359437049	9.04324203923437	3.17324399234999	0.035100721566188	0.16247260319592
ENSMUSG00000062075	Lmnb2	16907	lamin B2	-0.131506391716717	-0.0514676605681518	-0.191737486307394	4.97444156876831	3.17317135811306	0.0351035195823696	0.16247260319592
ENSMUSG00000028849	Map7d1	245877	MAP7 domain containing 1	-0.101541101966387	-0.113038240005815	-0.000249028744416306	6.4542819659604	3.17073465228013	0.0351975202828555	0.162854541008672
ENSMUSG00000097318	1700007L15Rik	100502742	RIKEN cDNA 1700007L15 gene	-0.677668708285422	-0.198078951824591	-0.504223749372962	0.935428575404721	3.16991998640817	0.0352290057007587	0.162868212947361
ENSMUSG00000021893	Capn7	12339	calpain 7	0.0765827381924589	-0.00689539076450483	-0.112280119030602	6.67928500278135	3.16958222760296	0.035242068038384	0.162868212947361
ENSMUSG00000028125	Abca4	11304	ATP-binding cassette, sub-family A (ABC1), member 4	0.207671561726308	0.088215373506934	0.0920125844942555	10.5883002975224	3.16923205288041	0.0352556158369837	0.162868212947361
ENSMUSG00000024769	Cdc42bpg	240505	CDC42 binding protein kinase gamma (DMPK-like)	-0.221835797894759	-0.141457692357009	-0.0922864412216616	4.69640641285567	3.16889164146831	0.0352687910734593	0.162868212947361
ENSMUSG00000022131	Gpr180	58245	G protein-coupled receptor 180	-0.22656388169733	-0.0541490694319204	-0.00561827105721589	5.55973281961666	3.16865442477562	0.035277975288768	0.162868212947361
ENSMUSG00000038178	Slc43a2	215113	solute carrier family 43, member 2	0.0815642089536756	0.159384194258643	0.0288555260675225	6.05927768513055	3.16845694928086	0.0352856227496015	0.162868212947361
ENSMUSG00000033618	Map3k13	71751	mitogen-activated protein kinase kinase kinase 13	0.173490121755002	0.146179317169506	-0.0390675342213	5.78628019065816	3.16903443875669	0.035294162203824	0.162868212947361
ENSMUSG00000001700	Gramd3	107022	GRAM domain containing 3	-0.427247107959057	-0.345147610610561	-0.276287181474008	1.63769364454402	3.16770605725064	0.0353147175598338	0.162868212947361
ENSMUSG00000025658	Cnksr2	245684	connector enhancer of kinase suppressor of Ras 2	0.306792576120422	0.24198159553569	0.168270985819076	4.72701269703196	3.16793468127077	0.0353208378012218	0.162868212947361
ENSMUSG00000030376	Slc8a2	110891	solute carrier family 8 (sodium/calcium exchanger), member 2	0.263442559013474	0.133699593609434	0.103297337286753	4.20874946866397	3.16753213719314	0.0353214599806373	0.162868212947361
ENSMUSG00000020472	Zkscan17	268417	zinc finger with KRAB and SCAN domains 17	0.000495739701481286	0.0264533989165381	0.180105908797603	4.9897956935228	3.16739531355218	0.0353267652078831	0.162868212947361
ENSMUSG00000022332	Khdrbs3	13992	KH domain containing, RNA binding, signal transduction associated 3	-0.194358694208523	-0.149559951602126	-0.0567110760490246	7.12897730481737	3.16674937362006	0.0353518221524249	0.162930782668713
ENSMUSG00000022184	Fbxo4	106052	F-box protein 4	-0.00165486312606534	-0.179726248670507	-0.312129651631673	3.10256601953125	3.16637856296979	0.0353662147447097	0.162944177449968
ENSMUSG00000015340	Cybb	13058	cytochrome b-245, beta polypeptide	-1.24903882772977	-1.45996767302146	-0.613648756354261	-0.956934946658118	3.17302486420743	0.035391417322726	0.162995454083134
ENSMUSG00000028886	Eya3	14050	EYA transcriptional coactivator and phosphatase 3	0.176314675436361	0.0403617103636121	0.015109160452068	5.47723887397667	3.1655003997513	0.0354003238425303	0.162995454083134
ENSMUSG00000044533	Rps2	16898	ribosomal protein S2	-0.231396442550069	-0.230390554002899	0.0410856550903214	7.85771791204178	3.19751611136722	0.035436600757158	0.163109545211241
ENSMUSG00000021906	Oxnad1	218885	oxidoreductase NAD-binding domain containing 1	-0.0288581799904118	0.0267510142789111	0.196956608272405	4.2883729639434	3.1636403058698	0.0354726850039867	0.163222675791942
ENSMUSG00000022297	Fzd6	14368	frizzled class receptor 6	-0.0780150030812394	0.167010180842785	0.211805985029665	2.82728464159528	3.16290235933565	0.0355014349167762	0.163301996021202
ENSMUSG00000039037	St6galnac5	26938	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	0.121405225658789	0.0555167001885515	-0.26208224123563	4.54003710630458	3.17993171592435	0.0355238886084529	0.163352312414753
ENSMUSG00000029461	Fam168a	319604	family with sequence similarity 168, member A	0.151202072119408	0.0392778633846848	0.0779051326782346	8.06870241187688	3.16070627935237	0.0355871355160351	0.163590118091534
ENSMUSG00000040390	Map3k10	269881	mitogen-activated protein kinase kinase kinase 10	-0.18786848601884	-0.087556300167732	-0.0162801296625594	6.06527716108496	3.16035000900511	0.0356010589091265	0.163601108417515
ENSMUSG00000041974	Spidr	224008	scaffolding protein involved in DNA repair	-0.413852717424923	-0.34472456481357	-0.179179675975988	3.15986435151783	3.15996946564602	0.0356159371427766	0.163616478078831
ENSMUSG00000057457	Phex	18675	phosphate regulating endopeptidase homolog, X-linked	-0.164326081455993	-0.891375070418372	-0.255421891785357	-0.307449645652451	3.15697096569383	0.0357333958825922	0.164102931042555
ENSMUSG00000032010	Usp2	53376	ubiquitin specific peptidase 2	0.0929105250259092	0.0359340799159953	-0.297407048051398	7.21502691787166	3.20462162863342	0.0357900171094564	0.16430746805558
ENSMUSG00000028525	Pde4b	18578	phosphodiesterase 4B, cAMP specific	0.154578416193099	0.0587520234414522	0.0829433825730025	6.19714963088759	3.15524727577244	0.0358010985309318	0.16430746805558
ENSMUSG00000069867	Pabpn1l	382035	poly(A)binding protein nuclear 1-like	0.684939883029642	0.476990755878125	0.215882663715897	0.620756902062745	3.1531592543046	0.0358832891477584	0.164501336259994
ENSMUSG00000078920	Ifi47	15953	interferon gamma inducible protein 47	-0.784348792396271	-0.818017701058611	-1.40997559351492	-0.986227246620152	3.15288252972823	0.035894196480309	0.164501336259994
ENSMUSG00000001910	Nacc1	66830	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing	0.0162654156915688	0.0194208022762111	0.114332811683875	6.59672196303062	3.15276899737898	0.0358986724461935	0.164501336259994
ENSMUSG00000002767	Mrpl2	27398	mitochondrial ribosomal protein L2	-0.242375656260184	-0.156694698803055	-0.041069281525167	4.6007150775171	3.15273082043876	0.0359001776860362	0.164501336259994
ENSMUSG00000042628	Zfyve1	217695	zinc finger, FYVE domain containing 1	-0.0365324421542641	0.0373266622274758	-0.101399696536455	5.59619863074636	3.15270182875024	0.0359013208135444	0.164501336259994
ENSMUSG00000025142	Aspscr1	68938	alveolar soft part sarcoma chromosome region, candidate 1 (human)	-0.179445159590056	-0.158169371487129	-0.181469249169972	4.7405738599359	3.15226817449589	0.0359184240764234	0.164526562463075
ENSMUSG00000021660	Btf3	218490	basic transcription factor 3	-0.278462521058295	-0.136070259736565	-0.0873326307249288	6.52454032769193	3.16052741813633	0.0359957084221936	0.164824626487707
ENSMUSG00000039294	BC017643	217370	cDNA sequence BC017643	-0.162521971739219	-0.180208514242468	-0.264750754367849	4.01805180341838	3.15003248569738	0.0360067332218669	0.164824626487707
ENSMUSG00000044791	Setd2	235626	SET domain containing 2	0.16106935561934	0.0944021572858077	-0.0197512833948131	7.19791774975911	3.14949093236145	0.0360281582286778	0.16486950084904
ENSMUSG00000045518	Onecut3	246086	one cut domain, family member 3	0.323851413802739	0.456001745849534	0.207751456524678	2.65270932985161	3.14914627400648	0.03604180051913	0.164870919615632
ENSMUSG00000040520	Manea	242362	mannosidase, endo-alpha	0.154426746309336	0.0751201995691264	0.217371480988258	4.88751367467274	3.14889594429541	0.0360517124381567	0.164870919615632
ENSMUSG00000026858	Miga2	108958	mitoguardin 2	-0.098040633152881	-0.113113567875458	-0.199313175356456	5.24164466690261	3.14793366386916	0.0360898406419742	0.164950821292695
ENSMUSG00000049265	Kcnk3	16527	potassium channel, subfamily K, member 3	0.00261178748780204	-0.0988536221890271	-0.149854399623472	5.02890355184776	3.14757895228154	0.0361039058172982	0.164950821292695
ENSMUSG00000024413	Npc1	18145	NPC intracellular cholesterol transporter 1	0.177473132106328	0.0380768728219547	0.104801772175854	6.8161456196545	3.14743274446255	0.0361097049630384	0.164950821292695
ENSMUSG00000059355	Wdr83os	414077	WD repeat domain 83 opposite strand	-0.32581586135224	-0.143879311069451	-0.128568986082015	4.3797758796619	3.14728174645341	0.036115695117377	0.164950821292695
ENSMUSG00000013367	Iglon5	210094	IgLON family member 5	0.0211164204296797	0.117744300428396	0.172783256801131	5.83352437271229	3.1469417889032	0.0361291851400333	0.164958027179121
