genes	Symbol	Entrezid	Genename	logFC.a11_CONCvsDNT.DJ	logFC.a12_CONCvsDNT.J	logFC.a13_CONCvsDNT.D	logFC.a14_CONCvsDNT.C	logCPM	F	PValue	FDR
ENSMUSG00000091735	Gpr62	436090	G protein-coupled receptor 62	-0.172953508266296	0.192402520332758	-0.173650101392978	0.101518990390458	2.89445078114303	2.10497241577335	0.0992850676628296	0.373200309980101
ENSMUSG00000058006	Mdn1	100019	midasin AAA ATPase 1	0.267238092214702	0.219655895792533	-0.282874383896209	0.017734656877742	6.66262407735582	2.13372173019985	0.0993415798800116	0.373313815146449
ENSMUSG00000030077	Chl1	12661	cell adhesion molecule L1-like	0.124093634724551	0.0483503782749332	-0.128242820896679	0.344261774677543	3.62610413799779	2.10574813468418	0.0993926674515851	0.37333541142845
ENSMUSG00000035842	Ddx11	320209	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	0.332580928630973	0.259998466290201	-0.0723509705418261	0.242442882724704	2.06446287308006	2.10395464553156	0.0994200484534485	0.37333541142845
ENSMUSG00000062797	Hikeshi	67669	heat shock protein nuclear import factor	-0.174511210396438	-0.116402000764199	-0.0802010174844124	-0.0480880267985412	4.47377985882904	2.10390770491267	0.099426278329105	0.37333541142845
ENSMUSG00000005534	Insr	16337	insulin receptor	0.214532211619907	0.111590996301095	-0.0739811381271492	0.03448647269766	7.19891858148344	2.10596006190953	0.0994637695497728	0.373377357722434
ENSMUSG00000030056	Isy1	57905	ISY1 splicing factor homolog	-0.139621515439566	-0.137377439212103	-0.0920180116472744	0.0470551155901655	3.77874605242244	2.10334449774469	0.0995010566085419	0.373382868168998
ENSMUSG00000022019	Tdrd3	219249	tudor domain containing 3	-0.13788466945775	-0.0291972458959519	-0.105448820066384	-0.0415638222731837	4.53947875264871	2.10321785858826	0.0995178785102905	0.373382868168998
ENSMUSG00000035759	Bbs10	71769	Bardet-Biedl syndrome 10 (human)	-0.208821966750303	-0.0217463688625741	-0.00966648062290002	-0.100455503134292	3.98816190355837	2.10283818363583	0.0995683290334253	0.373437044020871
ENSMUSG00000036698	Ago2	239528	argonaute RISC catalytic subunit 2	0.234756703858275	0.114227724119914	-0.138573999939903	-0.0264224874802082	7.69795889047517	2.11222028114115	0.0995849666946959	0.373437044020871
ENSMUSG00000022671	Mzt2	72083	mitotic spindle organizing protein 2	-0.259209384090733	-0.124130231032604	-0.102118382154752	0.231302750383672	3.46443361724535	2.10123477021042	0.0997816696983089	0.374011436784547
ENSMUSG00000056427	Slit3	20564	slit guidance ligand 3	0.260855636156315	-0.273433262175001	0.281622444051554	0.939059340268832	-0.0404346014981383	2.10115885635612	0.0997917816601455	0.374011436784547
ENSMUSG00000032872	Cyb5r4	266690	cytochrome b5 reductase 4	-0.00500563673965642	-0.0606131224517253	-0.149297149604674	0.0411517850114757	6.31959071957167	2.10087381472098	0.099829759233587	0.374011436784547
ENSMUSG00000025451	Paip1	218693	polyadenylate binding protein-interacting protein 1	-0.124616749662542	-0.020467310343412	0.0527219141301591	0.0458432914151253	6.90305722481235	2.10076995863904	0.0998436001059552	0.374011436784547
ENSMUSG00000022957	Itsn1	16443	intersectin 1 (SH3 domain protein 1A)	0.128018676824677	0.0457191299598803	-0.0915674891337983	-0.0923758336672794	7.91076148709384	2.09966534538971	0.0999909303016146	0.37436824794721
ENSMUSG00000041775	Mapk1ip1	69546	mitogen-activated protein kinase 1 interacting protein 1	0.125874031329429	0.082624536620907	-0.0980788295255156	0.0291866821625864	5.19125025702916	2.09955661213423	0.10000544457246	0.37436824794721
ENSMUSG00000028530	Jak1	16451	Janus kinase 1	0.073082476929543	0.00362225908985934	0.0193142306655429	-0.111091712493896	7.37493537358237	2.09946240163166	0.100018021973772	0.37436824794721
ENSMUSG00000032369	Plscr1	22038	phospholipid scramblase 1	-0.00348948103912722	-0.0760652706564645	0.06711566258575	0.280931509296362	2.88627564280826	2.09848654687307	0.100148394674339	0.374712391834995
ENSMUSG00000071456	1110002L01Rik	100043040	RIKEN cDNA 1110002L01 gene	-0.128214936824495	-0.0122873289490171	0.0791970425888775	0.068110147583443	6.06270323196679	2.09837884716419	0.100162793587925	0.374712391834995
ENSMUSG00000052456	Asna1	56495	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)	-0.184942574163396	-0.145623907954386	-0.00289617798038804	-0.0710855606834022	5.6903895815003	2.09817470113463	0.100190092568479	0.374715700811083
ENSMUSG00000026029	Casp8	12370	caspase 8	-0.343170256166091	-0.0643301832529925	0.362679014481696	0.423693479606066	0.446305837203624	2.09726457503378	0.100311887640076	0.375072334755434
ENSMUSG00000021643	Serf1	20365	small EDRK-rich factor 1	-0.394341271780782	-0.271814597711956	0.0437390146203693	-0.00371609677150552	2.26988722309101	2.09672325118446	0.10038439891377	0.375244554147759
ENSMUSG00000038180	Spag4	245865	sperm associated antigen 4	0.0521409625711804	0.343826905972271	0.515301748136938	0.196211621207786	0.49401207749761	2.09598786888631	0.100482988532523	0.375328115180713
ENSMUSG00000057133	Chd6	71389	chromodomain helicase DNA binding protein 6	0.162905958504721	0.120045325697348	-0.139125960862224	-0.0632172736195848	7.33879381978508	2.09962777743079	0.100486324832141	0.375328115180713
ENSMUSG00000025737	Wdr24	268933	WD repeat domain 24	0.0390640090969068	-0.173477407813526	0.112871650861671	0.109274770147625	4.35535111417829	2.09589296525373	0.100495718908065	0.375328115180713
ENSMUSG00000025375	Aatk	11302	apoptosis-associated tyrosine kinase	-0.0752700566234468	-0.0730284620964855	-0.0279220305014317	-0.128517739346588	6.73862985698288	2.09576725993238	0.100512583502857	0.375328115180713
ENSMUSG00000050244	Heatr1	217995	HEAT repeat containing 1	0.185841207027951	0.119947560156213	0.0233775064566929	0.0802024790110281	4.76256389858591	2.09529688462567	0.10057571401884	0.375465020808228
ENSMUSG00000039678	Tbc1d13	70296	TBC1 domain family, member 13	-0.0908828149938974	-0.0738981343884041	0.0697259161793584	0.0423901606544734	5.79917790266328	2.0948572918017	0.10063474892201	0.375530214695948
ENSMUSG00000027333	Smox	228608	spermine oxidase	0.168699403948193	0.274819953699387	0.0999307817454658	0.16983102428627	3.56660270944212	2.09477263927008	0.100646121265613	0.375530214695948
ENSMUSG00000023952	Gtpbp2	56055	GTP binding protein 2	0.0280462279264229	0.0744036604274008	-0.00803427534109161	0.125924799320656	6.35876512418629	2.09432914345439	0.100705722115085	0.375637243626864
ENSMUSG00000038845	Phb	18673	prohibitin	-0.172068136134309	-0.201568727624153	-0.0522781881052215	-0.0897718601880397	5.86408822021542	2.10152119463214	0.100769962453588	0.375637243626864
ENSMUSG00000035769	Xylb	102448	xylulokinase homolog (H. influenzae)	0.142088271767914	0.226325727395134	0.130144811853205	0.022503684250111	2.94321181601747	2.09378989926591	0.100778237956241	0.375637243626864
ENSMUSG00000020564	Atxn7l1	380753	ataxin 7-like 1	-0.0714855500608729	-0.0125755737521233	-0.16080624064378	-0.0528941371610597	4.29861487302528	2.09377142009751	0.10078072389989	0.375637243626864
ENSMUSG00000033769	Exoc6b	75914	exocyst complex component 6B	0.0643895113813209	-0.082665293039133	0.10016983977733	0.0411068092180872	5.86369985598207	2.09355713673529	0.100809555230724	0.375646007487012
ENSMUSG00000044791	Setd2	235626	SET domain containing 2	0.138454359211219	0.109152567268047	-0.0756805368373273	-0.0333324290930488	7.19791774975911	2.09276450538904	0.100916273549057	0.375848326924776
ENSMUSG00000030423	Pop4	66161	processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)	-0.1928330838382	-0.010313300378285	0.120119107395229	0.245533432934162	3.63406919614713	2.0927603082497	0.100916838943781	0.375848326924776
ENSMUSG00000026609	Ush2a	22283	usherin	0.233124949010402	0.170105116873486	-0.288014426481027	-0.0400808249726505	8.3532047924046	2.1152395733879	0.10103935016348	0.376205832393473
ENSMUSG00000030255	Sspn	16651	sarcospan	0.0884327614797923	0.147706700563981	0.424112685523753	0.123210885082973	2.05863282758772	2.09037124760682	0.101239182097255	0.376663056482
ENSMUSG00000021982	Cdadc1	71891	cytidine and dCMP deaminase domain containing 1	-0.0783662074878672	-0.134095515989472	-0.0412102188145913	-0.0155986167392412	4.73421258715655	2.09034880072805	0.101242215604485	0.376663056482
ENSMUSG00000015243	Abca1	11303	ATP-binding cassette, sub-family A (ABC1), member 1	0.31193603664047	0.162269722341529	0.00191476835917419	0.0823532401303727	6.12566727006531	2.10791831588621	0.101264786397615	0.376663056482
ENSMUSG00000078920	Ifi47	15953	interferon gamma inducible protein 47	1.50324947493118	0.750321875481849	-0.341378848749241	0.359899197819548	-0.986227246620152	2.0901553992991	0.101268355944054	0.376663056482
ENSMUSG00000030417	Pdcd5	56330	programmed cell death 5	-0.232883994497646	-0.131081913052319	0.089668211921269	0.099065500779644	4.46692608430425	2.08903022806051	0.101420568971935	0.377116729883115
ENSMUSG00000013698	Pea15a	18611	phosphoprotein enriched in astrocytes 15A	-0.0625830164966219	-0.0118141376984795	0.15520579565134	0.127725476579304	9.26937629337989	2.08886089206905	0.101443496491891	0.377116729883115
ENSMUSG00000027829	Ccnl1	56706	cyclin L1	0.137302653463713	0.107070911798078	-0.101691440168392	0.136663739421009	6.91987811878924	2.09085301669028	0.101499743175178	0.377226973194414
ENSMUSG00000020400	Tnip1	57783	TNFAIP3 interacting protein 1	0.0395258324984085	0.030020690500084	0.121158926622415	0.144820049450811	4.37517107524053	2.08814623307476	0.101540315919654	0.377263990962959
ENSMUSG00000001151	Pcnt	18541	pericentrin (kendrin)	0.176312899913287	0.0822908456858673	0.0113388574535938	0.0475228269051216	5.68156100635916	2.08769128942919	0.101601998099653	0.377263990962959
ENSMUSG00000000346	Dazap2	23994	DAZ associated protein 2	-0.137937138728653	-0.079452949961655	0.0635134552504333	-0.0298446416705763	6.99556610248915	2.08756348833551	0.101619332359903	0.377263990962959
ENSMUSG00000042447	Mios	252875	meiosis regulator for oocyte development	0.0591866074946893	0.0272103802053116	-0.118303397945574	0.17252403858703	4.59196521520454	2.08750145160928	0.101627747755738	0.377263990962959
ENSMUSG00000039199	Zdhhc1	70796	zinc finger, DHHC domain containing 1	0.0493639667202244	-0.125524412086207	-0.0810880869787931	-0.142634620175619	3.72422113798214	2.08739143068869	0.101642674006797	0.377263990962959
ENSMUSG00000063450	Syne2	319565	spectrin repeat containing, nuclear envelope 2	0.245878581778243	0.212650500207144	-0.29000991738394	0.0105925699363234	8.3710707323441	2.11314915503421	0.101673154122821	0.377276336254241
ENSMUSG00000087380	2210408F21Rik	73652	RIKEN cDNA 2210408F21 gene	-0.100070656352419	-0.445796948244095	-0.640084684448383	-0.117264854678786	0.428359357058518	2.08697499895489	0.10169919003498	0.377276336254241
ENSMUSG00000030793	Pycard	66824	PYD and CARD domain containing	-0.17374972793993	0.19014172159336	0.158901322581232	0.89844508692437	-0.64277252752878	2.08613743579004	0.101812954929892	0.377533319051544
ENSMUSG00000071654	Uqcc3	107197	ubiquinol-cytochrome c reductase complex assembly factor 3	-0.185941040349508	-0.0312443949813016	0.0357083892200028	0.120072485529283	5.3237366264906	2.08607317295023	0.101821688896885	0.377533319051544
ENSMUSG00000038533	Cbfa2t2	12396	core-binding factor, runt domain, alpha subunit 2, translocated to, 2 (human)	0.0766669195836583	-0.00861849051417599	-0.0724920970281953	-0.0834779476582924	6.21545571467035	2.08572276608913	0.101869325877328	0.377611250821997
ENSMUSG00000032788	Pdxk	216134	pyridoxal (pyridoxine, vitamin B6) kinase	0.0080828556525727	-0.0633253405618752	-0.00928582654901895	-0.101410191517843	7.07082452516875	2.08534544013501	0.101920647322135	0.377702795953973
ENSMUSG00000033389	Arhgap44	216831	Rho GTPase activating protein 44	-0.018303283243478	-0.0496903585310372	0.115074724985911	-0.0378710824297753	6.30311329615552	2.08461873503901	0.102019561798937	0.377970619921579
ENSMUSG00000014498	Ankrd52	237615	ankyrin repeat domain 52	0.186033782930795	0.12754934874447	-0.117497547817384	0.0126874967574209	6.50974301169451	2.08730486088037	0.102139388195922	0.378195925786271
ENSMUSG00000030045	Mrpl19	56284	mitochondrial ribosomal protein L19	-0.16894723805689	-0.0367577998476597	0.106675596365005	-0.00774778951619612	4.63690231973147	2.08355461177614	0.102164576407397	0.378195925786271
ENSMUSG00000025069	Gsto2	68214	glutathione S-transferase omega 2	0.337881357208585	0.671178545826087	0.325423713722589	0.384815621039626	-0.340878448365292	2.08342892771699	0.102181717725614	0.378195925786271
ENSMUSG00000019899	Lama2	16773	laminin, alpha 2	0.530960014003847	0.476289947377143	-0.016237953830452	-0.255241128071506	1.40430943822275	2.08339009696286	0.102187014206878	0.378195925786271
ENSMUSG00000027384	Ndufaf5	69487	NADH dehydrogenase (ubiquinone) complex I, assembly factor 5	-0.259531595046349	-0.173709159233108	-0.040346932995568	0.0469758880261192	4.15795651299605	2.083155494488	0.102219019610922	0.378215704799307
ENSMUSG00000027133	Nop10	66181	NOP10 ribonucleoprotein	-0.24466641116664	-0.244376894075008	0.0601367975392382	0.0289502006889115	3.89060831618827	2.08119640774868	0.102486676946157	0.379048301846097
ENSMUSG00000074088	Snrnp40	66585	small nuclear ribonucleoprotein 40 (U5)	-0.0978379211884628	-0.0177773932810053	0.0390211933640229	0.151146090065015	4.85520606406347	2.08111742547509	0.102497482439139	0.379048301846097
ENSMUSG00000047434	Xxylt1	268880	xyloside xylosyltransferase 1	-0.169978706765765	-0.129661621856982	0.0202578309055498	0.0362842650331341	5.25540758269224	2.08084491055604	0.102534773687307	0.379087385855652
ENSMUSG00000021615	Xrcc4	108138	X-ray repair complementing defective repair in Chinese hamster cells 4	-0.217338832916387	-0.0166927821256261	0.0151866863163355	-0.0750720107279656	3.7740063701709	2.08064896572413	0.102561595366417	0.379087751919747
ENSMUSG00000033350	Chst2	54371	carbohydrate sulfotransferase 2	-0.035420083392147	-0.0163318742733471	0.171418422044257	0.191569136925971	6.06907749661881	2.08668500314056	0.102619418141975	0.379202674071908
ENSMUSG00000030538	Cib1	23991	calcium and integrin binding 1 (calmyrin)	-0.0601223299420553	-0.20346073413058	-0.0285384226965327	0.317783679882406	3.03976727640386	2.07959007424184	0.102706661695246	0.379311906168357
ENSMUSG00000039976	Tbc1d16	207592	TBC1 domain family, member 16	-0.033360814793582	-0.0496008846416295	0.0745765139047617	-0.130862893917526	4.91207115050164	2.07930380217454	0.102745915630879	0.379311906168357
ENSMUSG00000035967	Ints6l	236790	integrator complex subunit 6 like	0.184797638092537	0.161265968316852	-0.114453136765887	0.110326348013056	5.73554538091332	2.08728757763639	0.102755846060792	0.379311906168357
ENSMUSG00000020015	Cdk17	237459	cyclin-dependent kinase 17	0.17416489574696	0.0846752747652204	0.0435530614836926	0.0713729185578282	5.22097681044709	2.0791212935417	0.10277094922674	0.379311906168357
ENSMUSG00000029228	Lnx1	16924	ligand of numb-protein X 1	-0.058545050113953	-0.11442113834101	-0.0496541692817083	-0.181042651728101	4.72314654561572	2.07903585243582	0.102782670753642	0.379311906168357
ENSMUSG00000003380	Rabac1	14470	Rab acceptor 1 (prenylated)	-0.255773075533979	-0.125248669997787	0.0291981624278963	0.0959766162701245	6.2969685332872	2.08835316589089	0.102878967584429	0.379475700677052
ENSMUSG00000041301	Cftr	12638	cystic fibrosis transmembrane conductance regulator	0.599512720970752	0.0403859899086981	0.280690631138736	0.401379951775589	0.819163067142797	2.07802153037181	0.102921925923893	0.379475700677052
ENSMUSG00000029596	Sdsl	257635	serine dehydratase-like	0.234148175231454	-0.0232257880909738	0.316172669834138	0.367098428162175	0.920883833340849	2.07772691313238	0.102962408875504	0.379475700677052
ENSMUSG00000037339	Fam53a	74504	family with sequence similarity 53, member A	-0.058845682673447	0.0553811972457786	-0.208212121047655	-0.0030868880642927	4.45640718033797	2.07759292795584	0.102980824850922	0.379475700677052
ENSMUSG00000031210	Gpr165	76206	G protein-coupled receptor 165	0.253266818345434	-0.120852535893183	-0.164847676539097	-0.31100674292655	2.20577406451909	2.07735046233666	0.103014159586795	0.379475700677052
ENSMUSG00000030029	Lrig1	16206	leucine-rich repeats and immunoglobulin-like domains 1	0.03783036037326	-0.0350013153661997	0.0850098084477459	0.166112127262702	5.54447064968926	2.07731566273479	0.103018944800263	0.379475700677052
ENSMUSG00000038456	Dennd2a	209773	DENN/MADD domain containing 2A	0.0470089084816623	0.143648322741608	0.0546220982544944	0.136176622373125	4.78495530318429	2.07731511828673	0.103019019667829	0.379475700677052
ENSMUSG00000047193	Dync2h1	110350	dynein cytoplasmic 2 heavy chain 1	0.19750483989243	0.180479650909179	-0.277412652381969	-0.088548032746576	6.65976543586759	2.10118247859886	0.103041054490907	0.379475700677052
ENSMUSG00000075702	Selenom	114679	selenoprotein M	-0.305972434575896	-0.228399514968574	-0.0933347784273058	-0.0693455506053558	4.87576006233867	2.08873908789242	0.103135563161395	0.379725174930587
ENSMUSG00000020740	Gga3	260302	golgi associated, gamma adaptin ear containing, ARF binding protein 3	0.145675511780373	0.0682219485695562	-0.0428437796784894	0.0572833777662795	6.23310642359217	2.07602979996778	0.103195916435828	0.379848798795706
ENSMUSG00000051615	Rap2a	76108	RAS related protein 2a	-0.0798146009537455	-0.115769325292148	-0.01396095799796	-0.0551395148502873	5.33386894064303	2.07581036412482	0.103226147392769	0.379861511521095
ENSMUSG00000035694	Caps2	353025	calcyphosphine 2	0.303642015156077	0.350627811295743	-0.511091366382004	0.0701449650957161	3.95669603525672	2.10408630614814	0.103303938399458	0.380042714653588
ENSMUSG00000057895	Zfp105	22646	zinc finger protein 105	-0.156223199272993	0.145066659424407	0.0834535675866843	-0.0650801541420931	3.81730843067537	2.07492065245267	0.103348810621732	0.380042714653588
ENSMUSG00000057230	Aak1	269774	AP2 associated kinase 1	0.16817114233975	0.0996422886228675	-0.103401030149515	-0.0471256074514126	8.63210008245319	2.07487028746668	0.10335575871518	0.380042714653588
ENSMUSG00000050105	Grrp1	72690	glycine/arginine rich protein 1	-0.0383763815255579	-0.0477731156159532	0.237393089290692	0.78244352276902	0.353241358393963	2.0744476093175	0.103414087580554	0.380126829857931
ENSMUSG00000036873	2410004B18Rik	66421	RIKEN cDNA 2410004B18 gene	-0.231192601079349	-0.0705819235021303	0.0617329211314524	0.0719716095008668	4.49500493768142	2.07424282655943	0.103442359061512	0.380126829857931
ENSMUSG00000026782	Abi2	329165	abl-interactor 2	0.125831319677228	0.107469875591122	-0.00539986150721323	-0.0607793406849285	6.99784244638787	2.07412215369011	0.103459022281226	0.380126829857931
ENSMUSG00000024853	Sf3b2	319322	splicing factor 3b, subunit 2	0.038249200794614	-0.0170547261212744	0.0984084304288275	-0.077375247243872	8.24712156446646	2.07289248873326	0.103628974402121	0.380652675004788
ENSMUSG00000041488	Stx3	20908	syntaxin 3	-0.111557247005124	-0.0843183039087331	0.0742777067563	-0.046089340134614	9.59677753377543	2.07258663427008	0.103671289813228	0.38070953075083
ENSMUSG00000017286	Glod4	67201	glyoxalase domain containing 4	-0.11499201037927	-0.138570122545166	0.0302620689364961	-0.0719774359853685	5.389173922437	2.07204388630569	0.103746422222543	0.380886838936076
ENSMUSG00000031079	Zfp300	245368	zinc finger protein 300	0.150633645149404	0.0560056246407064	-0.123685399299545	-0.273744823891992	2.40846253448356	2.07153005329958	0.103817601995768	0.381049547713317
ENSMUSG00000003316	Glg1	20340	golgi apparatus protein 1	0.118862910575103	0.0453226208433016	-0.0623930198193286	-0.115925578519526	7.68481211463617	2.07130593507324	0.103848663689403	0.381064962001519
ENSMUSG00000031562	Dctd	320685	dCMP deaminase	-0.570399384647791	-0.160507354221951	-0.135112219091922	-0.103871993214178	0.477120970013452	2.07038708857088	0.103976108276791	0.381401614109293
ENSMUSG00000049940	Pgrmc2	70804	progesterone receptor membrane component 2	-0.140237966317289	-0.068920628585566	0.0649276257616284	-0.010819288272733	6.52903205285541	2.07025688351147	0.103994180415532	0.381401614109293
ENSMUSG00000031907	Zfp90	22751	zinc finger protein 90	0.0383439940543218	0.092958440028903	0.101807997722986	0.117752747781513	4.57648431806938	2.06942694714448	0.104109447174981	0.381725670101909
ENSMUSG00000024759	Atl3	109168	atlastin GTPase 3	0.196813077355141	0.115065656748408	-0.116011111320665	0.025260387980966	5.46721265979267	2.0691918702106	0.10414211928417	0.38174679694192
ENSMUSG00000026126	Ptpn18	19253	protein tyrosine phosphatase, non-receptor type 18	0.575373329021285	-0.0613595202941922	0.0913345534213823	0.251516537182156	1.34909998208415	2.06818531190639	0.104282131217635	0.382161279631456
ENSMUSG00000025786	Zdhhc3	69035	zinc finger, DHHC domain containing 3	-0.111987867978797	-0.0616396811568119	0.0760541838870014	0.0260738857166076	6.12680894916911	2.06679760325113	0.104475468915394	0.38277091994674
ENSMUSG00000019877	Serinc1	56442	serine incorporator 1	-0.0281020308900576	-0.0774501776302638	-0.0099012983811978	-0.131048477352778	8.86753952020825	2.066424898752	0.104527455546099	0.382862505648582
ENSMUSG00000041380	Htr2c	15560	5-hydroxytryptamine (serotonin) receptor 2C	0.0134392386313696	-0.191427205217216	0.114265306116705	-0.314440927076651	2.6678976617146	2.0650215538829	0.104723432427196	0.383473247623216
ENSMUSG00000021811	Dnajc9	108671	DnaJ heat shock protein family (Hsp40) member C9	-0.216376131810311	-0.0863693588185048	0.0559489164532472	0.0160806822807453	5.42524146953306	2.06484394716732	0.104748261281543	0.383473247623216
ENSMUSG00000029363	Rfc5	72151	replication factor C (activator 1) 5	-0.07038037289706	-0.170002867618464	0.09438404596573	0.144189251494838	3.53663627934947	2.0641634445359	0.104843447729737	0.383722690787938
ENSMUSG00000074582	Arfgef2	99371	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	0.161887091352431	0.0410385611153331	-0.0729408858663732	-0.0837876824189392	6.60824460846835	2.06390032256003	0.104880275475137	0.383758469922695
ENSMUSG00000024736	Tmem132a	98170	transmembrane protein 132A	0.0467561079464979	0.101824416945059	0.151340206268192	0.0267794347053821	6.26988713252071	2.06329384271987	0.104965210281084	0.383970209656382
ENSMUSG00000045215	Asxl3	211961	additional sex combs like 3, transcriptional regulator	0.140274455727646	-0.125875271627987	-0.254255922482597	-0.255032825850406	2.71805493404115	2.06273030066079	0.105044193309662	0.384160073805327
ENSMUSG00000001098	Kctd10	330171	potassium channel tetramerisation domain containing 10	-0.0834390540879182	-0.0763177318558525	0.108527927211552	0.00832141430316556	6.03393195302315	2.06242010521859	0.105087693919364	0.384220109778375
ENSMUSG00000032481	Smarcc1	20588	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	0.0210433620525513	0.069663623056732	0.136781300726485	0.0567176071563882	5.71365225636246	2.06208938428743	0.105134092727038	0.3842907084323
ENSMUSG00000055202	Zfp811	240063	zinc finger protein 811	0.370071297907233	0.099998180473798	-0.29869570711503	-0.0217427126349989	1.53123320916989	2.0617522082006	0.10518141819356	0.384364657005112
ENSMUSG00000068615	Gjd2	14617	gap junction protein, delta 2	0.0113343295999478	-0.037423974046982	-0.0753254578807026	-0.130101629980527	6.58900256108668	2.060761501252	0.105320595066569	0.384774133817757
ENSMUSG00000026621	Marc1	66112	mitochondrial amidoxime reducing component 1	0.0211749328521728	-0.170794819008406	-0.477255229350573	-0.708226369972134	0.271131082954782	2.06036203975052	0.105376764294404	0.38486085741707
ENSMUSG00000066551	Hmgb1	15289	high mobility group box 1	-0.112452232067996	-0.0654553117099914	0.0823824570768169	0.0426779539994513	7.38656329610253	2.06020686135428	0.105398592349169	0.38486085741707
ENSMUSG00000025809	Itgb1	16412	integrin beta 1 (fibronectin receptor beta)	0.00443443741553201	0.0404015281468607	0.0179518964172052	0.149987541002935	5.49352908513097	2.05934858502897	0.10551940258964	0.385134385499088
ENSMUSG00000024079	Eif2ak2	19106	eukaryotic translation initiation factor 2-alpha kinase 2	0.388035401113605	0.0918938339574636	0.125628379182011	0.388335323147106	2.8882506581406	2.06691765630394	0.105527798987379	0.385134385499088
ENSMUSG00000039105	Atp6v1g1	66290	ATPase, H+ transporting, lysosomal V1 subunit G1	-0.183826060854505	-0.00672616131199486	0.135824768923431	0.0483006735499601	6.7679989339655	2.05731808241984	0.105805764255712	0.38604952976634
ENSMUSG00000021774	Ube2e1	22194	ubiquitin-conjugating enzyme E2E 1	-0.135306470271792	-0.100265830182647	0.020835107222454	-0.0629815475210321	5.65498801213119	2.05653016594318	0.105917092565798	0.386356357711084
ENSMUSG00000037007	Zfp113	56314	zinc finger protein 113	-0.0481490565826846	0.0256330205339897	-0.13342080313201	0.0900633122562183	4.85651814813478	2.05597898824893	0.10599504036996	0.386541296320888
ENSMUSG00000006732	Mettl1	17299	methyltransferase like 1	0.068409618009654	0.151359623500824	0.12794490112033	0.219065008391717	3.02517422343404	2.05547928609769	0.106065757891002	0.386676372332508
ENSMUSG00000059974	Ntm	235106	neurotrimin	-0.0901517679497637	-0.0533639857411962	0.046566009269547	-0.126071344727353	7.46512151294063	2.05533210862458	0.106086595313557	0.386676372332508
ENSMUSG00000005447	Pafah1b3	18476	platelet-activating factor acetylhydrolase, isoform 1b, subunit 3	-0.251461783618143	-0.284571632679218	-0.144229048454677	-0.115248249495854	3.88870759968427	2.06137141276787	0.106121235649767	0.3867032748337
ENSMUSG00000031930	Wwp2	66894	WW domain containing E3 ubiquitin protein ligase 2	0.155165095291535	0.00275564123760872	0.00888173446508429	-0.0758934477671318	5.59274865463763	2.05430250228808	0.106232481376907	0.38700924006492
ENSMUSG00000019984	Med23	70208	mediator complex subunit 23	0.196198650952583	0.0902360684785295	0.00174808325937651	-0.030563414856513	5.65886681523515	2.05389441841224	0.106290358543619	0.387120674274655
ENSMUSG00000068917	Clk2	12748	CDC-like kinase 2	0.138887047652916	0.114328652385725	-0.0605881790080492	0.105203220644652	5.68224441241073	2.05285623587921	0.106437742187067	0.387502828735729
ENSMUSG00000030682	Cdipt	52858	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)	-0.0856921121555917	-0.0736355966733087	0.106370094415608	-0.0621908846249407	6.40167632020253	2.05277053905328	0.106449917071982	0.387502828735729
ENSMUSG00000070336	Fbxo47	72973	F-box protein 47	-0.0860241272135096	0.0635478844703996	0.496124615100609	0.269744751117323	0.284355866502798	2.05234944823914	0.106509761299263	0.387621209284594
ENSMUSG00000024795	Kif20b	240641	kinesin family member 20B	-0.00362385996575349	0.00288608442427626	-0.292166275196354	-0.187179483584382	2.29088998046915	2.05114978156854	0.106680438376098	0.388142779893132
ENSMUSG00000028184	Adgrl2	99633	adhesion G protein-coupled receptor L2	0.132277963073921	0.0683278092518428	-0.157386840251059	0.0281682879178054	5.8824532379576	2.05044599791421	0.10678069277319	0.388407925046276
ENSMUSG00000019470	Xab2	67439	XPA binding protein 2	0.0436154477645142	0.0899868473662835	0.0984322678471129	0.0299263201258494	5.96109131051431	2.05005206397029	0.106836849868058	0.388512574270256
ENSMUSG00000026657	Frmd4a	209630	FERM domain containing 4A	0.151193473345354	0.0915034801638931	-0.0741981104396053	-0.0169576216362167	5.67314424122328	2.04982920685704	0.106868632205235	0.388528553681051
ENSMUSG00000037946	Fgd3	30938	FYVE, RhoGEF and PH domain containing 3	0.00777171159366073	-0.162545990842421	0.413359230063164	-0.144454586446383	1.17397671746808	2.04912929627284	0.106968509864818	0.3887920268876
ENSMUSG00000031736	Crnde	71296	colorectal neoplasia differentially expressed (non-protein coding)	-0.647022021799664	-0.38077312806385	-0.0703537811258326	-0.102320515537172	-0.0137528579814289	2.04839775600191	0.107073000497309	0.389041579334688
ENSMUSG00000032002	Dcun1d5	76863	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)	-0.0322157053959309	-0.0666287081282137	-0.0156567594193846	0.199935687401927	4.1798621179341	2.04826469074755	0.107092017996754	0.389041579334688
